Year,Measure Type,Leading 10 Ranking,Measure,Group,Subgroup,Estimate Type,Estimate,Standard Error,Lower 95% CI,Upper 95% CI,Reliable
2019,By reason for visit,7,"7. Pain, site not referable to a specific body system",By age,45-64 years old,Visit count,932697,107310,722369,1143025,Yes
2019,By reason for visit,7,"7. Pain, site not referable to a specific body system",By age,65+ years old,Visit count,524567,89369,349403,699732,Yes
2019,By reason for visit,7,"7. Pain, site not referable to a specific body system",By race/ethnicity,Non-Hispanic White,Visit count,2049258,193841,1669329,2429187,Yes
2019,By reason for visit,7,"7. Pain, site not referable to a specific body system",By race/ethnicity,Non-Hispanic Black,Visit count,543128,81928,382549,703708,Yes
2019,By reason for visit,7,"7. Pain, site not referable to a specific body system",By race/ethnicity,Hispanic,Visit count,454660,95281,267910,641410,Yes
2019,By reason for visit,7,"7. Pain, site not referable to a specific body system",By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2019,By reason for visit,7,"7. Pain, site not referable to a specific body system",By region,Northeast,Visit count,506138,96239,317509,694766,Yes
2019,By reason for visit,7,"7. Pain, site not referable to a specific body system",By region,Midwest,Visit count,629286,88617,455597,802976,Yes
2019,By reason for visit,7,"7. Pain, site not referable to a specific body system",By region,South,Visit count,1246471,161121,930674,1562269,Yes
2019,By reason for visit,7,"7. Pain, site not referable to a specific body system",By region,West,Visit count,830371,179620,478316,1182426,Yes
2019,By reason for visit,7,"7. Pain, site not referable to a specific body system",By metropolitan statistical area (MSA),MSA,Visit count,2724284,281717,2172119,3276449,Yes
2019,By reason for visit,7,"7. Pain, site not referable to a specific body system",By metropolitan statistical area (MSA),Non-MSA,Visit count,487982,83024,325255,650710,Yes
2019,By reason for visit,7,"7. Pain, site not referable to a specific body system",By primary payment source,Private insurance,Visit count,853763,114813,628730,1078795,Yes
2019,By reason for visit,7,"7. Pain, site not referable to a specific body system",By primary payment source,Medicare,Visit count,575995,100929,378173,773817,Yes
2019,By reason for visit,7,"7. Pain, site not referable to a specific body system",By primary payment source,Medicaid,Visit count,879849,126577,631758,1127939,Yes
2019,By reason for visit,7,"7. Pain, site not referable to a specific body system",By primary payment source,Uninsured,Visit count,323001,80990,164260,481742,Yes
2019,By reason for visit,7,"7. Pain, site not referable to a specific body system",By primary payment source,Other,Visit count,,,,,No
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,Total,All visits,Visit count,2520718,246778,2037033,3004403,Yes
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By sex,Female,Visit count,1249867,151140,953633,1546102,Yes
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By sex,Male,Visit count,1270850,157040,963052,1578649,Yes
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By age,0-17 years old,Visit count,267372,68395,133319,401426,Yes
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By age,18-44 years old,Visit count,898476,116806,669537,1127416,Yes
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By age,45-64 years old,Visit count,559767,92126,379201,740333,Yes
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By age,65+ years old,Visit count,795103,119850,560196,1030009,Yes
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By race/ethnicity,Non-Hispanic White,Visit count,1593564,171813,1256811,1930317,Yes
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By race/ethnicity,Non-Hispanic Black,Visit count,588045,110170,372112,803978,Yes
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By race/ethnicity,Hispanic,Visit count,,,,,No
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By region,Northeast,Visit count,457745,72052,316523,598967,Yes
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By region,Midwest,Visit count,475057,74217,329591,620522,Yes
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By region,South,Visit count,1071384,201190,677052,1465716,Yes
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By region,West,Visit count,516532,98602,323271,709793,Yes
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By metropolitan statistical area (MSA),MSA,Visit count,2185346,237787,1719283,2651409,Yes
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By metropolitan statistical area (MSA),Non-MSA,Visit count,335371,80190,178200,492543,Yes
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By primary payment source,Private insurance,Visit count,413985,77634,261822,566149,Yes
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By primary payment source,Medicare,Visit count,855356,130784,599018,1111693,Yes
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By primary payment source,Medicaid,Visit count,668756,98857,474996,862516,Yes
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By primary payment source,Uninsured,Visit count,,,,,No
2019,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By primary payment source,Other,Visit count,,,,,No
2019,By reason for visit,9,9. Back symptoms,Total,All visits,Visit count,3435126,307916,2831611,4038640,Yes
2019,By reason for visit,9,9. Back symptoms,By sex,Female,Visit count,1935970,197090,1549673,2322266,Yes
2019,By reason for visit,9,9. Back symptoms,By sex,Male,Visit count,1499156,177167,1151909,1846403,Yes
2019,By reason for visit,9,9. Back symptoms,By age,0-17 years old,Visit count,,,,,No
2019,By reason for visit,9,9. Back symptoms,By age,18-44 years old,Visit count,1536789,187975,1168358,1905219,Yes
2019,By reason for visit,9,9. Back symptoms,By age,45-64 years old,Visit count,898014,119004,664767,1131262,Yes
2019,By reason for visit,9,9. Back symptoms,By age,65+ years old,Visit count,814887,127545,564900,1064875,Yes
2019,By reason for visit,9,9. Back symptoms,By race/ethnicity,Non-Hispanic White,Visit count,1992608,210036,1580938,2404278,Yes
2019,By reason for visit,9,9. Back symptoms,By race/ethnicity,Non-Hispanic Black,Visit count,814177,117258,584353,1044002,Yes
2019,By reason for visit,9,9. Back symptoms,By race/ethnicity,Hispanic,Visit count,500501,93876,316503,684499,Yes
2019,By reason for visit,9,9. Back symptoms,By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2019,By reason for visit,9,9. Back symptoms,By region,Northeast,Visit count,557720,71981,416637,698804,Yes
2019,By reason for visit,9,9. Back symptoms,By region,Midwest,Visit count,638195,92921,456070,820320,Yes
2019,By reason for visit,9,9. Back symptoms,By region,South,Visit count,1644077,259627,1135208,2152946,Yes
2019,By reason for visit,9,9. Back symptoms,By region,West,Visit count,595133,117817,364211,826054,Yes
2019,By reason for visit,9,9. Back symptoms,By metropolitan statistical area (MSA),MSA,Visit count,2795518,295662,2216020,3375016,Yes
2019,By reason for visit,9,9. Back symptoms,By metropolitan statistical area (MSA),Non-MSA,Visit count,639607,126984,390719,888496,Yes
2019,By reason for visit,9,9. Back symptoms,By primary payment source,Private insurance,Visit count,676114,120615,439709,912518,Yes
2019,By reason for visit,9,9. Back symptoms,By primary payment source,Medicare,Visit count,913346,142794,633469,1193223,Yes
2019,By reason for visit,9,9. Back symptoms,By primary payment source,Medicaid,Visit count,888627,113597,665976,1111278,Yes
2019,By reason for visit,9,9. Back symptoms,By primary payment source,Uninsured,Visit count,257301,50024,159254,355347,Yes
2019,By reason for visit,9,9. Back symptoms,By primary payment source,Other,Visit count,,,,,No
2019,By reason for visit,10,"10. Accident, not otherwise specified",Total,All visits,Visit count,1884512,223165,1447108,2321916,Yes
2019,By reason for visit,10,"10. Accident, not otherwise specified",By sex,Female,Visit count,1122868,143460,841687,1404050,Yes
2019,By reason for visit,10,"10. Accident, not otherwise specified",By sex,Male,Visit count,761644,122533,521480,1001809,Yes
2019,By reason for visit,10,"10. Accident, not otherwise specified",By age,0-17 years old,Visit count,304806,74951,157902,451709,Yes
2019,By reason for visit,10,"10. Accident, not otherwise specified",By age,18-44 years old,Visit count,338294,76983,187408,489181,Yes
2019,By reason for visit,10,"10. Accident, not otherwise specified",By age,45-64 years old,Visit count,349325,57447,236729,461922,Yes
2019,By reason for visit,10,"10. Accident, not otherwise specified",By age,65+ years old,Visit count,892087,144187,609481,1174693,Yes
2019,By reason for visit,10,"10. Accident, not otherwise specified",By race/ethnicity,Non-Hispanic White,Visit count,1246164,174497,904149,1588179,Yes
2019,By reason for visit,10,"10. Accident, not otherwise specified",By race/ethnicity,Non-Hispanic Black,Visit count,353551,68905,218497,488605,Yes
2019,By reason for visit,10,"10. Accident, not otherwise specified",By race/ethnicity,Hispanic,Visit count,,,,,No
2019,By reason for visit,10,"10. Accident, not otherwise specified",By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2019,By reason for visit,10,"10. Accident, not otherwise specified",By region,Northeast,Visit count,,,,,No
2019,By reason for visit,10,"10. Accident, not otherwise specified",By region,Midwest,Visit count,386504,65447,258229,514780,Yes
2019,By reason for visit,10,"10. Accident, not otherwise specified",By region,South,Visit count,972287,179848,619785,1324788,Yes
2019,By reason for visit,10,"10. Accident, not otherwise specified",By region,West,Visit count,206903,50721,107490,306317,Yes
2019,By reason for visit,10,"10. Accident, not otherwise specified",By metropolitan statistical area (MSA),MSA,Visit count,1491253,209813,1080019,1902487,Yes
2019,By reason for visit,10,"10. Accident, not otherwise specified",By metropolitan statistical area (MSA),Non-MSA,Visit count,393259,91013,214873,571645,Yes
2019,By reason for visit,10,"10. Accident, not otherwise specified",By primary payment source,Private insurance,Visit count,350661,72206,209138,492185,Yes
2019,By reason for visit,10,"10. Accident, not otherwise specified",By primary payment source,Medicare,Visit count,851404,136736,583402,1119407,Yes
2019,By reason for visit,10,"10. Accident, not otherwise specified",By primary payment source,Medicaid,Visit count,403565,73725,259064,548067,Yes
2019,By reason for visit,10,"10. Accident, not otherwise specified",By primary payment source,Uninsured,Visit count,,,,,No
2019,By reason for visit,10,"10. Accident, not otherwise specified",By primary payment source,Other,Visit count,,,,,No
2020,By reason for visit,0,All reasons,Total,All visits,Visit count,131296604,11295495,109157434,153435773,Yes
2020,By reason for visit,0,All reasons,By sex,Female,Visit count,70076468,6338199,57653597,82499339,Yes
2020,By reason for visit,0,All reasons,By sex,Male,Visit count,61220136,5142692,51140459,71299812,Yes
2020,By reason for visit,0,All reasons,By age,0-17 years old,Visit count,22853725,3018027,16938392,28769059,Yes
2020,By reason for visit,0,All reasons,By age,18-44 years old,Visit count,49982570,4546467,41071495,58893646,Yes
2020,By reason for visit,0,All reasons,By age,45-64 years old,Visit count,31638628,2867056,26019198,37258059,Yes
2020,By reason for visit,0,All reasons,By age,65+ years old,Visit count,26821680,2547618,21828348,31815011,Yes
2020,By reason for visit,0,All reasons,By race/ethnicity,Non-Hispanic White,Visit count,76487005,6824895,63110211,89863799,Yes
2020,By reason for visit,0,All reasons,By race/ethnicity,Non-Hispanic Black,Visit count,28159526,3406753,21482289,34836762,Yes
2020,By reason for visit,0,All reasons,By race/ethnicity,Hispanic,Visit count,20715713,3365651,14119038,27312388,Yes
2020,By reason for visit,0,All reasons,By race/ethnicity,Non-Hispanic other,Visit count,5934360,1056440,3863737,8004983,Yes
2020,By reason for visit,0,All reasons,By region,Northeast,Visit count,22916693,3952408,15169974,30663413,Yes
2020,By reason for visit,0,All reasons,By region,Midwest,Visit count,27052357,3624591,19948158,34156556,Yes
2020,By reason for visit,0,All reasons,By region,South,Visit count,49818891,7580048,34961997,64675785,Yes
2020,By reason for visit,0,All reasons,By region,West,Visit count,31508662,6450623,18865442,44151883,Yes
2020,By reason for visit,0,All reasons,By metropolitan statistical area (MSA),MSA,Visit count,,,,,No
2020,By reason for visit,0,All reasons,By metropolitan statistical area (MSA),Non-MSA,Visit count,,,,,No
2020,By reason for visit,0,All reasons,By primary payment source,Private insurance,Visit count,30478436,2702351,25181829,35775044,Yes
2020,By reason for visit,0,All reasons,By primary payment source,Medicare,Visit count,28433107,2676088,23187975,33678240,Yes
2020,By reason for visit,0,All reasons,By primary payment source,Medicaid,Visit count,43055094,4999311,33256446,52853743,Yes
2020,By reason for visit,0,All reasons,By primary payment source,Uninsured,Visit count,10463620,1440517,7640207,13287032,Yes
2020,By reason for visit,0,All reasons,By primary payment source,Other,Visit count,3338926,466092,2425387,4252466,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",Total,All visits,Visit count,10995214,1100914,8837422,13153006,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By sex,Female,Visit count,7041593,802978,5467756,8615430,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By sex,Male,Visit count,3953621,392744,3183842,4723400,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By age,0-17 years old,Visit count,1371523,245350,890638,1852408,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By age,18-44 years old,Visit count,4925010,559033,3829306,6020714,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By age,45-64 years old,Visit count,2877595,324797,2240994,3514197,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By age,65+ years old,Visit count,1821086,257140,1317091,2325080,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By race/ethnicity,Non-Hispanic White,Visit count,6151657,656815,4864300,7439015,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By race/ethnicity,Non-Hispanic Black,Visit count,1982421,292893,1408350,2556492,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By race/ethnicity,Hispanic,Visit count,2164242,459595,1263435,3065048,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By race/ethnicity,Non-Hispanic other,Visit count,696894,199511,305853,1087934,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By region,Northeast,Visit count,1646884,265629,1126251,2167517,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By region,Midwest,Visit count,2216934,335071,1560194,2873674,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By region,South,Visit count,4197505,699852,2825794,5569215,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By region,West,Visit count,2933891,735438,1492433,4375349,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By metropolitan statistical area (MSA),MSA,Visit count,,,,,No
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By metropolitan statistical area (MSA),Non-MSA,Visit count,,,,,No
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By primary payment source,Private insurance,Visit count,3138739,360672,2431821,3845657,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By primary payment source,Medicare,Visit count,2057327,264836,1538249,2576404,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By primary payment source,Medicaid,Visit count,3807933,600456,2631040,4984827,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By primary payment source,Uninsured,Visit count,736448,136508,468892,1004003,Yes
2020,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By primary payment source,Other,Visit count,,,,,No
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),Total,All visits,Visit count,7193875,837995,5551406,8836345,Yes
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By sex,Female,Visit count,3780205,493134,2813661,4746748,Yes
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By sex,Male,Visit count,3413671,415487,2599315,4228026,Yes
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By age,0-17 years old,Visit count,381190,100810,183603,578777,Yes
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By age,18-44 years old,Visit count,2681138,348128,1998808,3363468,Yes
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By age,45-64 years old,Visit count,2626011,401924,1838241,3413782,Yes
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By age,65+ years old,Visit count,1505536,199055,1115388,1895684,Yes
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By race/ethnicity,Non-Hispanic White,Visit count,4293423,536239,3242395,5344451,Yes
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By race/ethnicity,Non-Hispanic Black,Visit count,1601582,292696,1027899,2175265,Yes
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By race/ethnicity,Hispanic,Visit count,945630,210661,532734,1358526,Yes
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By region,Northeast,Visit count,1162772,263053,647188,1678356,Yes
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By region,Midwest,Visit count,1486171,385763,730075,2242267,Yes
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By region,South,Visit count,2700936,550959,1621056,3780815,Yes
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By region,West,Visit count,1843997,426212,1008622,2679372,Yes
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By metropolitan statistical area (MSA),MSA,Visit count,,,,,No
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By metropolitan statistical area (MSA),Non-MSA,Visit count,,,,,No
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By primary payment source,Private insurance,Visit count,2004238,294871,1426290,2582185,Yes
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By primary payment source,Medicare,Visit count,1695641,236671,1231766,2159515,Yes
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By primary payment source,Medicaid,Visit count,1749499,214262,1329546,2169452,Yes
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By primary payment source,Uninsured,Visit count,459349,123321,217640,701059,Yes
2020,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By primary payment source,Other,Visit count,,,,,No
2020,By reason for visit,3,3. Fever,Total,All visits,Visit count,4967966,663664,3667185,6268746,Yes
2020,By reason for visit,3,3. Fever,By sex,Female,Visit count,2736617,382274,1987360,3485875,Yes
2020,By reason for visit,3,3. Fever,By sex,Male,Visit count,2231348,336908,1571008,2891689,Yes
2020,By reason for visit,3,3. Fever,By age,0-17 years old,Visit count,2821729,473214,1894230,3749229,Yes
2020,By reason for visit,3,3. Fever,By age,18-44 years old,Visit count,1103217,164184,781417,1425017,Yes
2020,By reason for visit,3,3. Fever,By age,45-64 years old,Visit count,488789,99701,293375,684203,Yes
2020,By reason for visit,3,3. Fever,By age,65+ years old,Visit count,554231,106293,345897,762565,Yes
2020,By reason for visit,3,3. Fever,By race/ethnicity,Non-Hispanic White,Visit count,2411547,287120,1848792,2974301,Yes
2020,By reason for visit,3,3. Fever,By race/ethnicity,Non-Hispanic Black,Visit count,832211,137747,562228,1102195,Yes
2020,By reason for visit,3,3. Fever,By race/ethnicity,Hispanic,Visit count,1437539,379343,694026,2181051,Yes
2020,By reason for visit,3,3. Fever,By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2020,By reason for visit,3,3. Fever,By region,Northeast,Visit count,975822,259948,466323,1485320,Yes
2020,By reason for visit,3,3. Fever,By region,Midwest,Visit count,863943,204967,462207,1265678,Yes
2020,By reason for visit,3,3. Fever,By region,South,Visit count,1702193,319516,1075941,2328445,Yes
2020,By reason for visit,3,3. Fever,By region,West,Visit count,,,,,No
2020,By reason for visit,3,3. Fever,By metropolitan statistical area (MSA),MSA,Visit count,,,,,No
2020,By reason for visit,3,3. Fever,By metropolitan statistical area (MSA),Non-MSA,Visit count,,,,,No
2020,By reason for visit,3,3. Fever,By primary payment source,Private insurance,Visit count,1159925,212356,743708,1576143,Yes
2020,By reason for visit,3,3. Fever,By primary payment source,Medicare,Visit count,595753,108660,382779,808728,Yes
2020,By reason for visit,3,3. Fever,By primary payment source,Medicaid,Visit count,2357567,366301,1639617,3075516,Yes
2020,By reason for visit,3,3. Fever,By primary payment source,Uninsured,Visit count,288758,85351,121469,456046,Yes
2020,By reason for visit,3,3. Fever,By primary payment source,Other,Visit count,,,,,No
2020,By reason for visit,4,4. Shortness of breath,Total,All visits,Visit count,4858335,546095,3787989,5928681,Yes
2020,By reason for visit,4,4. Shortness of breath,By sex,Female,Visit count,2566766,310149,1958873,3174658,Yes
2020,By reason for visit,4,4. Shortness of breath,By sex,Male,Visit count,2291569,309129,1685677,2897462,Yes
2020,By reason for visit,4,4. Shortness of breath,By age,0-17 years old,Visit count,,,,,No
2020,By reason for visit,4,4. Shortness of breath,By age,18-44 years old,Visit count,1027954,176912,681206,1374702,Yes
2020,By reason for visit,4,4. Shortness of breath,By age,45-64 years old,Visit count,1653400,240243,1182524,2124277,Yes
2020,By reason for visit,4,4. Shortness of breath,By age,65+ years old,Visit count,1950047,277024,1407080,2493013,Yes
2020,By reason for visit,4,4. Shortness of breath,By race/ethnicity,Non-Hispanic White,Visit count,3035883,388911,2273617,3798148,Yes
2020,By reason for visit,4,4. Shortness of breath,By race/ethnicity,Non-Hispanic Black,Visit count,911523,144212,628868,1194179,Yes
2020,By reason for visit,4,4. Shortness of breath,By race/ethnicity,Hispanic,Visit count,685211,174242,343697,1026726,Yes
2020,By reason for visit,4,4. Shortness of breath,By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2020,By reason for visit,4,4. Shortness of breath,By region,Northeast,Visit count,891239,218357,463258,1319219,Yes
2020,By reason for visit,4,4. Shortness of breath,By region,Midwest,Visit count,1001480,126654,753237,1249722,Yes
2020,By reason for visit,4,4. Shortness of breath,By region,South,Visit count,1387044,254423,888374,1885713,Yes
2020,By reason for visit,4,4. Shortness of breath,By region,West,Visit count,1578573,412228,770606,2386539,Yes
2020,By reason for visit,4,4. Shortness of breath,By metropolitan statistical area (MSA),MSA,Visit count,,,,,No
2020,By reason for visit,4,4. Shortness of breath,By metropolitan statistical area (MSA),Non-MSA,Visit count,,,,,No
2020,By reason for visit,4,4. Shortness of breath,By primary payment source,Private insurance,Visit count,965942,150602,670763,1261122,Yes
2020,By reason for visit,4,4. Shortness of breath,By primary payment source,Medicare,Visit count,2048088,265076,1528538,2567638,Yes
2020,By reason for visit,4,4. Shortness of breath,By primary payment source,Medicaid,Visit count,1006260,169717,673615,1338904,Yes
2020,By reason for visit,4,4. Shortness of breath,By primary payment source,Uninsured,Visit count,230132,59362,113782,346482,Yes
2020,By reason for visit,4,4. Shortness of breath,By primary payment source,Other,Visit count,,,,,No
2020,By reason for visit,5,5. Cough,Total,All visits,Visit count,4668541,754525,3189672,6147409,Yes
2020,By reason for visit,5,5. Cough,By sex,Female,Visit count,2652508,463875,1743313,3561703,Yes
2020,By reason for visit,5,5. Cough,By sex,Male,Visit count,2016033,314241,1400120,2631945,Yes
2020,By reason for visit,5,5. Cough,By age,0-17 years old,Visit count,1103433,215278,681487,1525378,Yes
2020,By reason for visit,5,5. Cough,By age,18-44 years old,Visit count,1729954,325701,1091579,2368328,Yes
2020,By reason for visit,5,5. Cough,By age,45-64 years old,Visit count,1127544,197899,739663,1515425,Yes
2020,By reason for visit,5,5. Cough,By age,65+ years old,Visit count,707610,183229,348482,1066739,Yes
2020,By reason for visit,5,5. Cough,By race/ethnicity,Non-Hispanic White,Visit count,2525548,443044,1657182,3393913,Yes
2020,By reason for visit,5,5. Cough,By race/ethnicity,Non-Hispanic Black,Visit count,1165902,258077,660070,1671733,Yes
2020,By reason for visit,5,5. Cough,By race/ethnicity,Hispanic,Visit count,823354,246359,340491,1306216,Yes
2020,By reason for visit,5,5. Cough,By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2020,By reason for visit,5,5. Cough,By region,Northeast,Visit count,599996,167256,272175,927817,Yes
2020,By reason for visit,5,5. Cough,By region,Midwest,Visit count,,,,,No
2020,By reason for visit,5,5. Cough,By region,South,Visit count,1814696,468804,895841,2733551,Yes
2020,By reason for visit,5,5. Cough,By region,West,Visit count,,,,,No
2020,By reason for visit,5,5. Cough,By metropolitan statistical area (MSA),MSA,Visit count,,,,,No
2020,By reason for visit,5,5. Cough,By metropolitan statistical area (MSA),Non-MSA,Visit count,,,,,No
2020,By reason for visit,5,5. Cough,By primary payment source,Private insurance,Visit count,804467,142548,525072,1083862,Yes
2020,By reason for visit,5,5. Cough,By primary payment source,Medicare,Visit count,858817,206412,454249,1263384,Yes
2020,By reason for visit,5,5. Cough,By primary payment source,Medicaid,Visit count,2095660,459970,1194119,2997201,Yes
2020,By reason for visit,5,5. Cough,By primary payment source,Uninsured,Visit count,,,,,No
2020,By reason for visit,5,5. Cough,By primary payment source,Other,Visit count,,,,,No
2020,By reason for visit,6,"6. Headache, pain in
head",Total,All visits,Visit count,3308638,377760,2568229,4049047,Yes
2020,By reason for visit,6,"6. Headache, pain in
head",By sex,Female,Visit count,1921538,251885,1427844,2415232,Yes
2020,By reason for visit,6,"6. Headache, pain in
head",By sex,Male,Visit count,1387100,190931,1012875,1761325,Yes
2020,By reason for visit,6,"6. Headache, pain in
head",By age,0-17 years old,Visit count,525404,103615,322320,728489,Yes
2020,By reason for visit,6,"6. Headache, pain in
head",By age,18-44 years old,Visit count,1434211,204997,1032416,1836005,Yes
2020,By reason for visit,6,"6. Headache, pain in
head",By age,45-64 years old,Visit count,825345,139240,552434,1098256,Yes
2020,By reason for visit,6,"6. Headache, pain in
head",By age,65+ years old,Visit count,523678,97612,332359,714997,Yes
2020,By reason for visit,6,"6. Headache, pain in
head",By race/ethnicity,Non-Hispanic White,Visit count,1707425,223161,1270029,2144821,Yes
2020,By reason for visit,6,"6. Headache, pain in
head",By race/ethnicity,Non-Hispanic Black,Visit count,1034096,210343,621824,1446367,Yes
2020,By reason for visit,6,"6. Headache, pain in
head",By race/ethnicity,Hispanic,Visit count,364305,92352,183294,545316,Yes
2020,By reason for visit,6,"6. Headache, pain in
head",By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2020,By reason for visit,6,"6. Headache, pain in
head",By region,Northeast,Visit count,607116,158003,297429,916802,Yes
2020,By reason for visit,6,"6. Headache, pain in
head",By region,Midwest,Visit count,751156,189244,380237,1122074,Yes
2020,By reason for visit,6,"6. Headache, pain in
head",By region,South,Visit count,1352902,243505,875633,1830172,Yes
2020,By reason for visit,6,"6. Headache, pain in
head",By region,West,Visit count,597465,153141,297309,897620,Yes
2020,By reason for visit,6,"6. Headache, pain in
head",By metropolitan statistical area (MSA),MSA,Visit count,,,,,No
2020,By reason for visit,6,"6. Headache, pain in
head",By metropolitan statistical area (MSA),Non-MSA,Visit count,,,,,No
2020,By reason for visit,6,"6. Headache, pain in
head",By primary payment source,Private insurance,Visit count,891792,163891,570566,1213019,Yes
2020,By reason for visit,6,"6. Headache, pain in
head",By primary payment source,Medicare,Visit count,607923,100861,410235,805611,Yes
2020,By reason for visit,6,"6. Headache, pain in
head",By primary payment source,Medicaid,Visit count,1025005,164468,702647,1347363,Yes
2020,By reason for visit,6,"6. Headache, pain in
head",By primary payment source,Uninsured,Visit count,,,,,No
2020,By reason for visit,6,"6. Headache, pain in
head",By primary payment source,Other,Visit count,,,,,No
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",Total,All visits,Visit count,2536298,308165,1932295,3140301,Yes
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By sex,Female,Visit count,1398091,176496,1052158,1744023,Yes
